User,Text,Date,Tweet Link,Media Links,Reply To,Target,Mentions,source_file
@dypenhydramind,fore sih karena bisa membuat BAB ku jd lancar dan mata always on,2024-04-02T23:35:13.000Z,https://x.com/dypenhydramind/status/1775306020899971571,[],@FOODFESS2,@dypenhydramind,[],fore-hasil-crawling-25-februari.csv
@powtabae,"fore, point coffee, tuku, kopken. btw yg persenan itu enak ga si?",2024-04-02T23:32:27.000Z,https://x.com/powtabae/status/1775305322762248298,[],@FOODFESS2,@powtabae,[],fore-hasil-crawling-25-februari.csv
@numpang_ngobrol,"Tuku konsisten enaknya Kenangan udah berkembang Point beli tiap senin doank Fore enak tapi masih ada yg lebih enak dan murah jadi sesekali aja belinya Nako makin mahal tp tempatnya oke buat nongki Arabica belum pernah nyoba :"") Sisanya udah gak pernah dibeli lg",2024-04-02T23:27:25.000Z,https://x.com/numpang_ngobrol/status/1775304058015994340,[],@FOODFESS2,@numpang_ngobrol,[],fore-hasil-crawling-25-februari.csv
@honeycombcrazzy,"Arabica, tuku, fore, point!!",2024-04-02T23:26:26.000Z,https://x.com/honeycombcrazzy/status/1775303809964884384,[],@FOODFESS2,@honeycombcrazzy,[],fore-hasil-crawling-25-februari.csv
@revemil,Fore sama famima sih,2024-04-02T23:25:31.000Z,https://x.com/revemil/status/1775303579169169869,[],@FOODFESS2,@revemil,[],fore-hasil-crawling-25-februari.csv
@ngapaasih,Fore sama tuku,2024-04-02T23:12:35.000Z,https://x.com/ngapaasih/status/1775300323969847725,[],@FOODFESS2,@ngapaasih,[],fore-hasil-crawling-25-februari.csv
@RuruGirlF,"tuku, fore, tomoro",2024-04-02T23:06:24.000Z,https://x.com/RuruGirlF/status/1775298769304867223,[],@FOODFESS2,@RuruGirlF,[],fore-hasil-crawling-25-februari.csv
@s_____asa,fore cintaku,2024-04-02T23:06:16.000Z,https://x.com/s_____asa/status/1775298735939244084,[],@FOODFESS2,@s_____asa,[],fore-hasil-crawling-25-februari.csv
@Zayyananaa,"Tuku, fore & kopi dibawah tangga",2024-04-02T23:01:56.000Z,https://x.com/Zayyananaa/status/1775297646359662907,[],@FOODFESS2,@Zayyananaa,[],fore-hasil-crawling-25-februari.csv
@withhpleasuree,fore oke kalo lagi gamau kopi yang strongg,2024-04-02T22:53:51.000Z,https://x.com/withhpleasuree/status/1775295611505713393,[],@withhpleasuree,@withhpleasuree,[],fore-hasil-crawling-25-februari.csv
@ratumahwanty,Kopi susu keluarga family mart sama caramel praline macchiato fore,2024-04-02T22:52:59.000Z,https://x.com/ratumahwanty/status/1775295392395247744,[],@FOODFESS2,@ratumahwanty,[],fore-hasil-crawling-25-februari.csv
@wasapb3tch,1. kopken 2. tuku 3. jago 4. fore 5. point,2024-04-02T22:50:59.000Z,https://x.com/wasapb3tch/status/1775294889317789705,[],@FOODFESS2,@wasapb3tch,[],fore-hasil-crawling-25-februari.csv
@moronnn_,"tuku, fore, point",2024-04-02T22:48:15.000Z,https://x.com/moronnn_/status/1775294202529906738,[],@FOODFESS2,@moronnn_,[],fore-hasil-crawling-25-februari.csv
@spamwithshbrn,"fore, kalo low budget ya tuku",2024-04-02T22:46:41.000Z,https://x.com/spamwithshbrn/status/1775293805023068343,[],@FOODFESS2,@spamwithshbrn,[],fore-hasil-crawling-25-februari.csv
@ksjluvalya,Tuku &amp; fore,2024-04-02T22:46:16.000Z,https://x.com/ksjluvalya/status/1775293703659340153,[],@FOODFESS2,@ksjluvalya,[],fore-hasil-crawling-25-februari.csv
@mintteavanaa,"tuku, fore, familymart, kopi kenangan, point",2024-04-02T22:43:19.000Z,https://x.com/mintteavanaa/status/1775292957689802927,[],@FOODFESS2,@mintteavanaa,[],fore-hasil-crawling-25-februari.csv
@hihiasahi,"ksk, fore sma tuku",2024-04-02T22:42:20.000Z,https://x.com/hihiasahi/status/1775292711719027146,[],@FOODFESS2,@hihiasahi,[],fore-hasil-crawling-25-februari.csv
@kaylatanlar,fore tp mahal,2024-04-02T22:41:51.000Z,https://x.com/kaylatanlar/status/1775292590084252009,[],@FOODFESS2,@kaylatanlar,[],fore-hasil-crawling-25-februari.csv
@tyashintyaaa,Fore sih yg coco di aku. Yg lainnya kdg bikin degdegan kl abis minum nya,2024-04-02T22:29:41.000Z,https://x.com/tyashintyaaa/status/1775289527776751786,[],@FOODFESS2,@tyashintyaaa,[],fore-hasil-crawling-25-februari.csv
@nayarics,foreeee!! walaupun sbnrnya kopi nya gak se strong itu rasanya tp gw minum fore aja udh mual trs njir tp enakkk,2024-04-02T22:25:49.000Z,https://x.com/nayarics/status/1775288553804808210,[],@FOODFESS2,@nayarics,[],fore-hasil-crawling-25-februari.csv
@HendraApriandi,Fore paling cocok di mulut dan di lambung,2024-04-02T22:23:39.000Z,https://x.com/HendraApriandi/status/1775288008675332206,[],@FOODFESS2,@HendraApriandi,[],fore-hasil-crawling-25-februari.csv
@IhwanKhoiruddin,Tuku and Fore,2024-04-02T22:16:07.000Z,https://x.com/IhwanKhoiruddin/status/1775286115945382022,[],@FOODFESS2,@IhwanKhoiruddin,[],fore-hasil-crawling-25-februari.csv
@euphoplane,Tuku kenangan fore calf tomoro,2024-04-02T22:16:02.000Z,https://x.com/euphoplane/status/1775286091777777820,[],@FOODFESS2,@euphoplane,[],fore-hasil-crawling-25-februari.csv
@syifabil,"Tuku, Family Mart, Fore, Arabica, sisanya so so aza sih.. coba ada Arah juga huehee",2024-04-02T22:07:45.000Z,https://x.com/syifabil/status/1775284010622799941,[],@FOODFESS2,@syifabil,[],fore-hasil-crawling-25-februari.csv
@honeybutterjy,"Menurut gue yg gabisa minum kopi sih fore paling enak, point coffee jg tapi harus yg decaf dan gapake gula. Sisanya yg lain2 gue gabisa minum",2024-04-02T22:06:58.000Z,https://x.com/honeybutterjy/status/1775283809514307633,[],@FOODFESS2,@honeybutterjy,[],fore-hasil-crawling-25-februari.csv
@antareyside,"fore, famima, tuku",2024-04-02T22:06:37.000Z,https://x.com/antareyside/status/1775283725062004979,[],@FOODFESS2,@antareyside,[],fore-hasil-crawling-25-februari.csv
@rumybf,"fore, tuku, point",2024-04-02T22:06:23.000Z,https://x.com/rumybf/status/1775283663892267347,[],@FOODFESS2,@rumybf,[],fore-hasil-crawling-25-februari.csv
@ichylicious_,"Ga minum kopi, tapi pernah icip fore sih enak",2024-04-02T22:02:57.000Z,https://x.com/ichylicious_/status/1775282801732141458,[],@FOODFESS2,@ichylicious_,[],fore-hasil-crawling-25-februari.csv
@Rifkyilhamrd,"Point coffee, fore, tuku",2024-04-02T22:01:18.000Z,https://x.com/Rifkyilhamrd/status/1775282384977711465,[],@FOODFESS2,@Rifkyilhamrd,[],fore-hasil-crawling-25-februari.csv
@wooseokieekim,"Fore, kopken, janjiw. Sisanya belum nyoba",2024-04-02T22:00:36.000Z,https://x.com/wooseokieekim/status/1775282207726481683,[],@FOODFESS2,@wooseokieekim,[],fore-hasil-crawling-25-februari.csv
@goalilrockstar,Tuku dan Fore,2024-04-02T21:58:18.000Z,https://x.com/goalilrockstar/status/1775281630078505341,[],@FOODFESS2,@goalilrockstar,[],fore-hasil-crawling-25-februari.csv
@apajasuka,"Fore, tuku, ksk",2024-04-02T21:57:57.000Z,https://x.com/apajasuka/status/1775281543076057291,[],@FOODFESS2,@apajasuka,[],fore-hasil-crawling-25-februari.csv
@ravenxxxxk,"Tuku, fore. Kalau di bdg ada bawa, bagi sama makmur jaya.",2024-04-02T21:50:03.000Z,https://x.com/ravenxxxxk/status/1775279553797325052,[],@FOODFESS2,@ravenxxxxk,[],fore-hasil-crawling-25-februari.csv
@dandaniexflo,"Fore, kalo point sama kopken gw pesen nonkopi nya terus hehe",2024-04-02T21:49:51.000Z,https://x.com/dandaniexflo/status/1775279504275165452,[],@FOODFESS2,@dandaniexflo,[],fore-hasil-crawling-25-februari.csv
@idioem,tuku sama fore sih best,2024-04-02T21:49:29.000Z,https://x.com/idioem/status/1775279412600361001,[],@FOODFESS2,@idioem,[],fore-hasil-crawling-25-februari.csv
@ceasiatica,Tuku dan fore,2024-04-02T21:49:25.000Z,https://x.com/ceasiatica/status/1775279396896772100,[],@FOODFESS2,@ceasiatica,[],fore-hasil-crawling-25-februari.csv
@sophtoyourhowl,kopken fore tuku famima point enak semua…,2024-04-02T21:49:15.000Z,https://x.com/sophtoyourhowl/status/1775279351246000218,[],@FOODFESS2,@sophtoyourhowl,[],fore-hasil-crawling-25-februari.csv
@sweetfrapp,"Tuku, kopken, fore enak, kalo arabica kata aku kureng apa aku pesennya salah kali ya karena minta yg light coffeenya jadi kaya minum air biasa, mana harganya mehong",2024-04-02T21:48:46.000Z,https://x.com/sweetfrapp/status/1775279231041478782,[],@FOODFESS2,@sweetfrapp,[],fore-hasil-crawling-25-februari.csv
@vivalapidul,masih fore dan tuku,2024-04-02T21:46:08.000Z,https://x.com/vivalapidul/status/1775278567850659906,[],@FOODFESS2,@vivalapidul,[],fore-hasil-crawling-25-februari.csv
@konyqol,tuku fore udh paling the best,2024-04-02T21:45:56.000Z,https://x.com/konyqol/status/1775278518362058925,[],@FOODFESS2,@konyqol,[],fore-hasil-crawling-25-februari.csv
@sinasappelsap_,"Tuku, fore, point, tomoro. Dulu janjiw sempet masuk listku tp skrg udh engga",2024-04-02T21:45:11.000Z,https://x.com/sinasappelsap_/status/1775278327902937346,[],@FOODFESS2,@sinasappelsap_,[],fore-hasil-crawling-25-februari.csv
@captainameliza,versi murah bgt: famima versi murah aja: tuku versi mahal dikit: fore sama arabica ntap bet,2024-04-02T21:39:49.000Z,https://x.com/captainameliza/status/1775276980688355392,[],@FOODFESS2,@captainameliza,[],fore-hasil-crawling-25-februari.csv
@awleaa212,Buatku fore & tomoro dari segi harga & rasa... tuku blm pernah coba.,2024-04-02T21:39:40.000Z,https://x.com/awleaa212/status/1775276939202502836,[],@FOODFESS2,@awleaa212,[],fore-hasil-crawling-25-februari.csv
@cidrodiningrat,tuku fore Tomoro point,2024-04-02T21:36:22.000Z,https://x.com/cidrodiningrat/status/1775276112614150167,[],@FOODFESS2,@cidrodiningrat,[],fore-hasil-crawling-25-februari.csv
@rikseey,Fore! Dengan senang hati kalo disuruh ngabisin tiap hari 3 cup mauuu,2024-04-02T21:36:17.000Z,https://x.com/rikseey/status/1775276091856580635,[],@FOODFESS2,@rikseey,[],fore-hasil-crawling-25-februari.csv
@Auroravia1,Makmur jaya tapi kalau yg disini fore sama kopken,2024-04-02T21:35:02.000Z,https://x.com/Auroravia1/status/1775275775387984052,[],@FOODFESS2,@Auroravia1,[],fore-hasil-crawling-25-februari.csv
@yomengambis,fore butterscotch enak bgt,2024-04-02T21:34:21.000Z,https://x.com/yomengambis/status/1775275602695868872,[],@FOODFESS2,@yomengambis,[],fore-hasil-crawling-25-februari.csv
@monalihot,"tuku, kenangan, fore",2024-04-02T21:34:19.000Z,https://x.com/monalihot/status/1775275596274446447,[],@FOODFESS2,@monalihot,[],fore-hasil-crawling-25-februari.csv
@shelovian,Hidup fore,2024-04-02T21:33:58.000Z,https://x.com/shelovian/status/1775275505207709760,[],@FOODFESS2,@shelovian,[],fore-hasil-crawling-25-februari.csv
@lttlvers,"fore, janji, kopken, tuku , famicafe bestt sii",2024-04-02T21:32:01.000Z,https://x.com/lttlvers/status/1775275017523380423,[],@FOODFESS2,@lttlvers,[],fore-hasil-crawling-25-februari.csv
@elfidella,tuku fore tomoro,2024-04-02T21:30:06.000Z,https://x.com/elfidella/status/1775274534666748366,[],@FOODFESS2,@elfidella,[],fore-hasil-crawling-25-februari.csv
@amarachyaa,Fore dan tuku,2024-04-02T21:29:13.000Z,https://x.com/amarachyaa/status/1775274312498581956,[],@FOODFESS2,@amarachyaa,[],fore-hasil-crawling-25-februari.csv
@humblebeeeee_,"Fore, tuku, point coffee",2024-04-02T21:27:57.000Z,https://x.com/humblebeeeee_/status/1775273993991491663,[],@FOODFESS2,@humblebeeeee_,[],fore-hasil-crawling-25-februari.csv
@meongemes,"Aku suka bgt fore, semua menu nya sedapp",2024-04-02T21:27:35.000Z,https://x.com/meongemes/status/1775273902207623444,[],@FOODFESS2,@meongemes,[],fore-hasil-crawling-25-februari.csv
@sendoktakar_,"Tuku, point, kedai kopi, fore, %",2024-04-02T21:27:12.000Z,https://x.com/sendoktakar_/status/1775273804836823118,[],@FOODFESS2,@sendoktakar_,[],fore-hasil-crawling-25-februari.csv
@dinokuningya,"Aku suka fore, apalagi yg pandan.",2024-04-02T21:27:07.000Z,https://x.com/dinokuningya/status/1775273783085166658,[],@FOODFESS2,@dinokuningya,[],fore-hasil-crawling-25-februari.csv
@sikidut_,"Point coffe, tuku, fore.",2024-04-02T21:27:01.000Z,https://x.com/sikidut_/status/1775273758301061395,[],@FOODFESS2,@sikidut_,[],fore-hasil-crawling-25-februari.csv
@AMOURKOOK,fore tukuuu,2024-04-02T21:26:20.000Z,https://x.com/AMOURKOOK/status/1775273585902600685,[],@FOODFESS2,@AMOURKOOK,[],fore-hasil-crawling-25-februari.csv
@zyncffee,"janjiw sm kopken sih, sama mau nyoba fore karna katanya enak(?)",2024-04-02T21:22:50.000Z,https://x.com/zyncffee/status/1775272703165136932,[],@FOODFESS2,@zyncffee,[],fore-hasil-crawling-25-februari.csv
@evedaisyy,"Point, fore, tuku",2024-04-02T21:22:00.000Z,https://x.com/evedaisyy/status/1775272494066532853,[],@FOODFESS2,@evedaisyy,[],fore-hasil-crawling-25-februari.csv
@potterxmcmillan,seperdua sama fore,2024-04-02T21:21:38.000Z,https://x.com/potterxmcmillan/status/1775272401477292317,[],@FOODFESS2,@potterxmcmillan,[],fore-hasil-crawling-25-februari.csv
@revicaalfionita,"tuku, fore dan point!!!",2024-04-02T21:20:45.000Z,https://x.com/revicaalfionita/status/1775272180512948701,[],@FOODFESS2,@revicaalfionita,[],fore-hasil-crawling-25-februari.csv
@ajengndita,Fore apalagi pake promo,2024-04-02T21:20:34.000Z,https://x.com/ajengndita/status/1775272136078467558,[],@FOODFESS2,@ajengndita,[],fore-hasil-crawling-25-februari.csv
@noerilyass,"fore, tuku",2024-04-02T21:16:49.000Z,https://x.com/noerilyass/status/1775271192943112656,[],@FOODFESS2,@noerilyass,[],fore-hasil-crawling-25-februari.csv
@jenobbc,"Kalo kopi keren begini, fore ama kenangan sih wkwk. Terbaik",2024-04-02T21:16:49.000Z,https://x.com/jenobbc/status/1775271191953154103,[],@jenobbc,@jenobbc,[],fore-hasil-crawling-25-februari.csv
@ailuaulia,"Kopken, tapi kalo lagi ada uang lebih pasti beli fore",2024-04-02T21:16:47.000Z,https://x.com/ailuaulia/status/1775271181035393101,[],@FOODFESS2,@ailuaulia,[],fore-hasil-crawling-25-februari.csv
@regalkacangijo,"sejauh ini point dan fore aman di lidah, lambung dan dompet",2024-04-02T21:15:36.000Z,https://x.com/regalkacangijo/status/1775270883885723659,[],@FOODFESS2,@regalkacangijo,[],fore-hasil-crawling-25-februari.csv
@shortmemeowryyy,"fore, tuku, tomoro",2024-04-02T21:15:19.000Z,https://x.com/shortmemeowryyy/status/1775270814612623499,[],@FOODFESS2,@shortmemeowryyy,[],fore-hasil-crawling-25-februari.csv
@jungonebin,"Kopken, tuku, fore, & point",2024-04-02T21:13:16.000Z,https://x.com/jungonebin/status/1775270298562240923,[],@FOODFESS2,@jungonebin,[],fore-hasil-crawling-25-februari.csv
@kimbopzzz,Tuku sm fore sih,2024-04-02T21:13:00.000Z,https://x.com/kimbopzzz/status/1775270232409723358,[],@FOODFESS2,@kimbopzzz,[],fore-hasil-crawling-25-februari.csv
@gninebitj,ajg gua jatuh cinta banget sama fore demi,2024-04-02T21:11:11.000Z,https://x.com/gninebitj/status/1775269774517526604,[],@FOODFESS2,@gninebitj,[],fore-hasil-crawling-25-februari.csv
@urrstardust,"Baru pernah coba point, fore, janjiw, sm tomoro. Klo soal kopinya enak janjiw",2024-04-02T21:10:01.000Z,https://x.com/urrstardust/status/1775269481264349331,[],@FOODFESS2,@urrstardust,[],fore-hasil-crawling-25-februari.csv
@shinythingss_,aku sih fore,2024-04-02T21:09:58.000Z,https://x.com/shinythingss_/status/1775269465476976774,[],@FOODFESS2,@shinythingss_,[],fore-hasil-crawling-25-februari.csv
@sayysse,tuku & fore da best,2024-04-02T21:08:50.000Z,https://x.com/sayysse/status/1775269181874954539,[],@FOODFESS2,@sayysse,[],fore-hasil-crawling-25-februari.csv
@urlightksj,Arabica best of best tapi fore juga dah okeee bangettt,2024-04-02T21:07:51.000Z,https://x.com/urlightksj/status/1775268936218775868,[],@FOODFESS2,@urlightksj,[],fore-hasil-crawling-25-februari.csv
@cintianggg,"Tuku, fore, kenangan, & point cafe (tapi lebih suka yg kopi sakunya )",2024-04-02T21:07:46.000Z,https://x.com/cintianggg/status/1775268915192779203,[],@FOODFESS2,@cintianggg,[],fore-hasil-crawling-25-februari.csv
@huzzel_,"fore donggg, yg tuku dr dlu pen coba belum kesampean",2024-04-02T21:05:43.000Z,https://x.com/huzzel_/status/1775268395837198794,[],@FOODFESS2,@huzzel_,[],fore-hasil-crawling-25-februari.csv
@anonchimous,"Opsi jajan kopiku di Bandung masih fore/kopken. Tuku, kopi soe sama %Arabica cuma pernah nyoba sekali kopinya tapi suka jugaa",2024-04-02T21:04:34.000Z,https://x.com/anonchimous/status/1775268110024757574,[],@FOODFESS2,@anonchimous,[],fore-hasil-crawling-25-februari.csv
@icaanisaaf,"Tuku, fore, famima",2024-04-02T21:04:09.000Z,https://x.com/icaanisaaf/status/1775268003845935263,[],@FOODFESS2,@icaanisaaf,[],fore-hasil-crawling-25-februari.csv
@chewynaya,"fore, tuku, point karena suka yg manis manis",2024-04-02T21:03:55.000Z,https://x.com/chewynaya/status/1775267945234731328,[],@FOODFESS2,@chewynaya,[],fore-hasil-crawling-25-februari.csv
@serabiena,"tuku, fore, point, famima",2024-04-02T21:01:17.000Z,https://x.com/serabiena/status/1775267283520410031,[],@FOODFESS2,@serabiena,[],fore-hasil-crawling-25-februari.csv
@ygwnlndn,"tuku, kopken, point sm fore enak juga tapi msh kurang strong kopinya kalo ga add shot",2024-04-02T20:58:53.000Z,https://x.com/ygwnlndn/status/1775266675811922157,[],@FOODFESS2,@ygwnlndn,[],fore-hasil-crawling-25-februari.csv
@kuaciyy,"top tier fore/point, opsi lain bisa kopken/janjiw, tuku/arabica blm pernah nyoba blom ada juga, sisanya ga masuk seleraku",2024-04-02T20:56:28.000Z,https://x.com/kuaciyy/status/1775266070275994077,[],@FOODFESS2,@kuaciyy,[],fore-hasil-crawling-25-februari.csv
@heemeta29,Point sama fore si terbaik,2024-04-02T20:54:24.000Z,https://x.com/heemeta29/status/1775265550408827130,[],@FOODFESS2,@heemeta29,[],fore-hasil-crawling-25-februari.csv
@Knsysp,Point coffee sama Fore duo terbaik,2024-04-02T20:53:39.000Z,https://x.com/Knsysp/status/1775265359341421018,[],@FOODFESS2,@Knsysp,[],fore-hasil-crawling-25-februari.csv
@lovunakim,"Fore, tuku, point, tomoro",2024-04-02T20:53:02.000Z,https://x.com/lovunakim/status/1775265206773657807,[],@FOODFESS2,@lovunakim,[],fore-hasil-crawling-25-februari.csv
@rkivegf,"fore, tuku, point",2024-04-02T20:51:35.000Z,https://x.com/rkivegf/status/1775264842024444193,[],@FOODFESS2,@rkivegf,[],fore-hasil-crawling-25-februari.csv
@ctrsst_,"cuma bisa toleransi kopi tuku sama fore, selain itu gasuka kopinya soalnya ngerasa paitt",2024-04-02T20:50:31.000Z,https://x.com/ctrsst_/status/1775264572892692521,[],@FOODFESS2,@ctrsst_,[],fore-hasil-crawling-25-februari.csv
@gypsygvrl,"Tuku yg kopi tetangga, kopken yg kenangan mantan, fore yg americano triple peach/berry manuka",2024-04-02T20:50:07.000Z,https://x.com/gypsygvrl/status/1775264473235980433,[],@FOODFESS2,@gypsygvrl,[],fore-hasil-crawling-25-februari.csv
@alonnicca,"fore, kopken, point, janjiw (mw coba tuku tp blm kesampeannn hiks)",2024-04-02T20:49:57.000Z,https://x.com/alonnicca/status/1775264429170659689,[],@FOODFESS2,@alonnicca,[],fore-hasil-crawling-25-februari.csv
@leranore,"fore kalo lagi pengen kopi yang creamy dan manis, kopken kalo lagi pengen yang kopinya kerasa bgt (juwara beansnya ), point kalo pengen kombinasi keduanya",2024-04-02T20:49:22.000Z,https://x.com/leranore/status/1775264280776262005,[],@FOODFESS2,@leranore,[],fore-hasil-crawling-25-februari.csv
@loevtete,saat ini masih fore dan point sih,2024-04-02T20:49:14.000Z,https://x.com/loevtete/status/1775264250409431298,[],@FOODFESS2,@loevtete,[],fore-hasil-crawling-25-februari.csv
@sedihbgteuy,"tuku, fore, ksk, point",2024-04-02T20:46:22.000Z,https://x.com/sedihbgteuy/status/1775263526464172368,[],@FOODFESS2,@sedihbgteuy,[],fore-hasil-crawling-25-februari.csv
@macarounst,"fore, kopken, point kadang enak kadang engga",2024-04-02T20:45:54.000Z,https://x.com/macarounst/status/1775263409212477945,[],@FOODFESS2,@macarounst,[],fore-hasil-crawling-25-februari.csv
@aubacaya,"Belum nyoba semua sih, tapi sejauh ini aku suka fore",2024-04-02T20:45:23.000Z,https://x.com/aubacaya/status/1775263282305319011,[],@FOODFESS2,@aubacaya,[],fore-hasil-crawling-25-februari.csv
@physixal,pointtt... tp nlm tau fore enak ga si ktnya enak,2024-04-02T20:41:51.000Z,https://x.com/physixal/status/1775262389413535770,[],@FOODFESS2,@physixal,[],fore-hasil-crawling-25-februari.csv
@carapruk,"fore, makmur, point coffee, tuku, nako, janjiw, kopken",2024-04-02T20:37:25.000Z,https://x.com/carapruk/status/1775261275007992095,[],@FOODFESS2,@carapruk,[],fore-hasil-crawling-25-februari.csv
@freakinme911,"fore, tuku, ksk, kopken, animo urutab strong ke low kopi",2024-04-02T20:34:35.000Z,https://x.com/freakinme911/status/1775260563171639522,[],@FOODFESS2,@freakinme911,[],fore-hasil-crawling-25-februari.csv
@menan6666ist,"fore!!!!!! tapi kalo liat harga juga, tuku siiii...",2024-04-02T20:28:29.000Z,https://x.com/menan6666ist/status/1775259028509356035,[],@FOODFESS2,@menan6666ist,[],fore-hasil-crawling-25-februari.csv
@meriscaaw,fore. tapi buat americano janji jiwa sih juara,2024-04-02T20:27:14.000Z,https://x.com/meriscaaw/status/1775258711461966088,[],@FOODFESS2,@meriscaaw,[],fore-hasil-crawling-25-februari.csv
@alynnnnka,"Kopken sama fore, fore strong bgt bikin gw ga bisa tidur. Kalo kopken ga se strong fore, 2 kopi ini mantep kalo di minum buat perjalanan jauh biar ga ngantuk",2024-04-02T20:26:38.000Z,https://x.com/alynnnnka/status/1775258562056638865,[],@FOODFESS2,@alynnnnka,[],fore-hasil-crawling-25-februari.csv
@sunclowds,"kopken fore point tuku, kulo, fami kemanisan janjiw zonk",2024-04-02T20:26:06.000Z,https://x.com/sunclowds/status/1775258428296003788,[],@FOODFESS2,@sunclowds,[],fore-hasil-crawling-25-februari.csv
@xeejieeh,"arabica, tuku, fore, point. tp seringnya point karna ada dimana mana wkwk",2024-04-02T20:21:17.000Z,https://x.com/xeejieeh/status/1775257214414110974,[],@FOODFESS2,@xeejieeh,[],fore-hasil-crawling-25-februari.csv
@dzoukkar,Urutan selera gua; -Janjiw -Tomoro -Fore -Point -Family -Kopken Sisanya antara belum nyoba atau udah lupa saking lamanya ga nyoba,2024-04-02T20:06:59.000Z,https://x.com/dzoukkar/status/1775253616208810179,[],@FOODFESS2,@dzoukkar,[],fore-hasil-crawling-25-februari.csv
@sodamncooll,"family mart, fore, point coffee ITU FAV AKU",2024-04-02T20:06:22.000Z,https://x.com/sodamncooll/status/1775253460843372692,[],@FOODFESS2,@sodamncooll,[],fore-hasil-crawling-25-februari.csv
@xozoroll,"aku baru coba fore tuku kopken point kulo tomoro, can not choose tp paling sering belinya kopken so maybe kopken is my current fav",2024-04-02T20:01:51.000Z,https://x.com/xozoroll/status/1775252324543598839,[],@FOODFESS2,@xozoroll,[],fore-hasil-crawling-25-februari.csv
@romiemocka,"Kopi kenangan, Fore, point coffee",2024-04-02T19:59:30.000Z,https://x.com/romiemocka/status/1775251732580503869,[],@FOODFESS2,@romiemocka,[],fore-hasil-crawling-25-februari.csv
@rosepokki,"Point, tuku, fore, kopken, jokopi duabestttt",2024-04-02T19:55:18.000Z,https://x.com/rosepokki/status/1775250675074830365,[],@FOODFESS2,@rosepokki,[],fore-hasil-crawling-25-februari.csv
@noxxxfl,Fore sm KOi,2024-04-02T19:49:20.000Z,https://x.com/noxxxfl/status/1775249175648899224,[],@FOODFESS2,@noxxxfl,[],fore-hasil-crawling-25-februari.csv
@pelelcece,"Fore sih terbaik, cuma janji jiwa sama tuku juga enak apalagi budgetnya murce",2024-04-02T19:37:08.000Z,https://x.com/pelelcece/status/1775246103140864118,[],@FOODFESS2,@pelelcece,[],fore-hasil-crawling-25-februari.csv
@tukangcilor99,Fore udah ngepasss bgt dah,2024-04-02T19:20:40.000Z,https://x.com/tukangcilor99/status/1775241961991258219,[],@FOODFESS2,@tukangcilor99,[],fore-hasil-crawling-25-februari.csv
@didisyh,"Kalo milih tuku the best, fore butterscotch nya woww tp mahal, point enak banget tp ada yg LBH murahan, yg lain nothing spesial, jj kalo promo rasanya beda",2024-04-02T19:18:10.000Z,https://x.com/didisyh/status/1775241331415421155,[],@seblakmewek_,@didisyh,[],fore-hasil-crawling-25-februari.csv
@ajiisept_,1. Tuku 2. Fore 3. Poin Coffee 4. Kopken 5. Tomoro 6. Nako 7. Janji Jiwa,2024-04-02T19:16:29.000Z,https://x.com/ajiisept_/status/1775240907572511031,[],@FOODFESS2,@ajiisept_,[],fore-hasil-crawling-25-februari.csv
@ririsdsr,"imo 1. fore, 2. point, 3. tuku",2024-04-02T19:15:37.000Z,https://x.com/ririsdsr/status/1775240687790981392,[],@FOODFESS2,@ririsdsr,[],fore-hasil-crawling-25-februari.csv
@geminijya,"tuku, kopken, fore, tpi klo yg manis2 creamy gitu point sih",2024-04-02T18:56:00.000Z,https://x.com/geminijya/status/1775235754433941505,[],@FOODFESS2,@geminijya,[],fore-hasil-crawling-25-februari.csv
@bingspaces,fore mantep bgt,2024-04-02T18:51:15.000Z,https://x.com/bingspaces/status/1775234557463363855,[],@FOODFESS2,@bingspaces,[],fore-hasil-crawling-25-februari.csv
@notesofrai,tuku fore,2024-04-02T18:35:45.000Z,https://x.com/notesofrai/status/1775230655288545713,[],@FOODFESS2,@notesofrai,[],fore-hasil-crawling-25-februari.csv
@KhulfiaS,fore sama point arabica juga de,2024-04-02T18:33:45.000Z,https://x.com/KhulfiaS/status/1775230154216018405,[],@FOODFESS2,@KhulfiaS,[],fore-hasil-crawling-25-februari.csv
@luxQueee,"kopken,fore,janjiw",2024-04-02T18:30:03.000Z,https://x.com/luxQueee/status/1775229221256008040,[],@FOODFESS2,@luxQueee,[],fore-hasil-crawling-25-februari.csv
@i_m_cacas,"Fore, point, janjiw, kenangan, tuku GABISA MILIH",2024-04-02T18:27:16.000Z,https://x.com/i_m_cacas/status/1775228521893564913,[],@FOODFESS2,@i_m_cacas,[],fore-hasil-crawling-25-februari.csv
@ndasukavanila,"tuku, fore dan tomoro",2024-04-02T18:18:31.000Z,https://x.com/ndasukavanila/status/1775226318881526147,[],@FOODFESS2,@ndasukavanila,[],fore-hasil-crawling-25-februari.csv
@purple_orange7,fore dan tuku,2024-04-02T18:15:09.000Z,https://x.com/purple_orange7/status/1775225473909625222,[],@FOODFESS2,@purple_orange7,[],fore-hasil-crawling-25-februari.csv
@j3gramm,"pilih fore, kedua point. Kulo udah lupa rasanya udah tutup ditempatkuuu",2024-04-02T18:14:12.000Z,https://x.com/j3gramm/status/1775225233886351795,[],@FOODFESS2,@j3gramm,[],fore-hasil-crawling-25-februari.csv
